1 0.784831397193 0.714269331481 0.986667165523 0.741096462575 0.536441337043 0.549519860354 0.647368156117 0.602673858165 0.510779024848 0.520556909895
2 1.25240956497 1.15011592359 1.69613774917 1.31179314136 0.837186637264 0.858447518492 1.13867251033 0.979464061502 0.797668923915 0.808813262197
4 1.81264311692 1.70342627061 2.68968783011 2.15845685482 1.26960861523 1.30430441388 1.75915174025 1.57264928455 1.21213413516 1.23502959955
8 2.31472064847 2.18797997639 3.87509839937 3.0883043389 1.70944856259 1.74774194122 2.43552822801 2.24594425456 1.63847580866 1.66259665532
16 2.52605089339 2.40576382481 4.47764814321 3.53157567035 1.74426311181 1.78509473837 2.64819900578 2.45156113897 1.65185634274 1.67807243269
32 2.52261783417 2.41104109766 4.53045046814 3.62166349153 1.73922173717 1.78577576125 2.64236166944 2.46421091336 1.65230432741 1.68046870675
64 2.52596198968 2.41358449946 4.54081444402 3.6266744932 1.74095579168 1.78248895558 2.64845390363 2.46649071581 1.65148320771 1.67773363922
128 2.51363562072 2.41054860939 4.54159644742 3.63330112992 1.7395927176 1.78459241172 2.64318809368 2.4620902284 1.64814701171 1.67802510694
256 2.52643621515 2.40811504548 4.53713148096 3.63288148763 1.739776084 1.78420775591 2.66568060002 2.46993594208 1.65137958901 1.68107264469
512 2.52344564899 2.40891706059 4.53623954097 3.62538245526 1.73830587527 1.78294158858 2.6431526649 2.47021257965 1.65313249395 1.68030735029
1024 2.5163382652 2.40834783356 4.54053522235 3.62545843201 1.73647704216 1.78210924452 2.64610832547 2.46645059494 1.6502344327 1.67987848261
