1 0.674258034197 0.561607818662 0.569576525087 0.647002577091 0.792783248859 0.814023136321 0.673945226952 0.740498098066 0.829203697357 0.910023849048 1.48897006594 1.06014526075
2 1.0176223471 0.805596297072 0.809300235876 0.972136619756 1.28927441003 1.37511131117 1.01706036107 1.17776235131 1.37546401941 1.58125779418 2.69054777106 1.91043840802
4 1.36335063226 1.00998208955 0.995083416197 1.28090583458 1.83905794579 2.07293111078 1.35248389916 1.67505371594 2.04098123668 2.46727882658 4.43397187887 3.16268783396
8 1.59250932066 1.12183023873 1.0843203058 1.48498841497 2.34954929839 2.78557694214 1.62219737904 2.1035342179 2.71984095775 3.43288039138 6.58236357901 4.71193918573
16 1.71134966511 1.13526064315 1.12123994336 1.53328672153 2.58951811724 2.95678155115 1.7271044105 2.21844180367 2.87182982221 3.68196099612 7.09211841599 5.0972903431
32 1.71523158508 1.13122208254 1.11637563719 1.55605519175 2.63299265078 3.17819744431 1.73245999503 2.22553448828 3.01047693579 4.04555794847 7.90250664875 5.73773584111
64 1.71281643148 1.13948162518 1.1209434021 1.55920094571 2.64353248693 3.17446404771 1.71497045305 2.2337289066 3.02200949758 4.10375752476 8.11940230185 5.8610591116
128 1.6904114555 1.1361450638 1.11359772495 1.54691709514 2.5949094268 3.15405074798 1.72015180328 2.2176750781 3.00537662725 4.0899513907 8.09437721046 5.85793318652
256 1.70899761774 1.13376940192 1.11513162986 1.5513602891 2.63864537675 3.17460747769 1.72663344819 2.22534647654 3.01209255268 4.09935275709 8.10715547688 5.85870175401
512 1.71208273414 1.13322258246 1.11206803414 1.54927395605 2.63565897245 3.16980961833 1.72297442156 2.22575222577 3.01433344632 4.09772326983 8.11281753571 5.86003147391
1024 1.70280880071 1.13352630592 1.09473236398 1.55285586316 2.63947176114 3.16192833436 1.71739487786 2.22818983172 3.01197330858 4.08357621567 8.11728715586 5.85738523287
