1 223.166 168.631 67.035 480.246
2 238.588 177.29 70.29 323.189
3 193.235 165.416 56.003 237.432
4 162.939 146.466 47.405 189.864
5 207.582 179.916 61.949 293.666
6 250.565 209.366 73.568 341.238
7 263.864 232.87 89.691 339.077
8 277.387 246.976 87.686 363.458
9 352.29 309.277 108.708 393.348
10 380.599 346.763 116.341 397.879
11 391.256 358.679 119.241 412.711
12 395.934 355.164 126.521 409.93
13 451.616 417.356 132.75 431.004
14 472.691 440.373 152.928 411.874
15 487.91 447.248 153.479 442.001
16 494.737 466.499 166.954 439.227
17 538.68 494.193 160.844 475.496
18 615.219 538.431 190.03 476.544
19 617.703 529.571 190.292 469.399
20 658.243 571.279 188.928 453.557
