1 223.721 168.339 67.051 478.634
2 24288.58 24322.687 12417.381 749.862
3 24712.433 24680.908 12693.278 886.453
4 24980.352 24971.956 12750.856 958.047
5 320.926 265.447 108.374 606.826
6 368.071 305.903 114.045 593.018
7 418.724 291.668 110.042 599.127
8 500.187 346.86 136.828 591.445
9 447.458 369.87 149.077 538.776
10 416.127 381.284 137.955 538.026
11 447.235 383.418 140.286 461.312
12 474.009 406.139 140.031 532.983
13 473.316 442.044 149.162 470.095
14 504.848 439.77 148.15 454.638
15 510.624 444.199 155.9 459.36
16 534.844 452.392 149.969 453.148
17 545.172 492.561 178.004 475.32
18 605.582 564.648 203.044 479.774
19 687.344 646.567 227.048 509.538
20 781.782 694.974 236.913 514.693
