1 223.647 172.389 67.498 478.474
2 235.162 176.683 71.667 537.907
3 249.553 193.852 76.077 615.171
4 243.249 203.943 76.75 585.527
5 256.132 190.511 77.881 686.599
6 255.204 207.055 80.768 776.161
7 255.626 212.313 82.028 764.144
8 259.16 200.804 85.318 739.857
9 262.664 207.956 86.202 852.319
10 277.529 208.338 88.059 944.739
11 271.427 212.078 90.493 952.777
12 305.725 217.023 92.25 900.162
13 279.621 220.166 95.785 1111.468
14 282.987 225.926 98.638 1135.114
15 287.688 228.908 99.203 1120.012
16 295.505 236.874 100.949 1387.313
17 301.927 237.402 103.456 1006.846
18 299.766 240.101 106.241 1422.425
19 305.226 245.382 107.348 1292.818
20 308.239 247.233 109.663 1497.181
