1 347.373 274.802 109.594 502.958
2 348.044 283.398 106.424 336.599
3 279.753 245.782 82.572 250.358
4 205.627 186.036 63.811 204.587
5 362.142 428.567 126.061 353.94
6 488.178 464.162 141.412 347.301
7 598.946 611.113 190.835 369.376
8 546.808 659.881 213.439 387.86
9 787.295 655.54 252.479 394.321
10 752.849 641.096 303.182 427.94
11 766.905 746.059 282.682 433.383
12 764.129 715.397 254.916 430.625
13 858.883 834.575 297.384 436.704
14 765.842 803.513 322.849 462.623
15 757.71 815.946 323.21 471.512
16 697.145 621.332 317.278 456.125
17 764.192 658.634 315.876 447.571
18 743.366 633.333 348.141 482.472
19 745.364 642.957 358.085 501.873
20 751.285 714.068 365.309 498.592
