1 104.85 73.787 31.149 302.374
2 328.681 220.372 97.349 372.573
3 363.466 283.762 115.258 384.238
4 449.108 385.267 138.828 430.368
5 414.42 369.849 124.025 421.557
6 402.58 398.201 118.197 425.778
7 424.876 355.657 119.149 427.408
8 406.153 363.421 122.289 422.084
9 401.941 367.785 122.683 422.001
10 404.495 382.678 125.07 421.599
11 425.834 382.332 126.912 424.514
12 418.174 386.626 131.54 423.983
13 417.597 400.045 132.06 423.689
14 433.147 408.168 135.968 425.89
15 418.402 406.572 134.582 422.663
16 426.893 405.292 139.3 421.748
17 434.586 402.355 136.751 425.91
18 432.67 397.965 140.135 428.327
19 438.834 397.989 138.865 426.013
20 442.381 405.799 143.107 425.099
21 437.084 402.041 140.922 424.69
22 441.482 400.593 142.651 423.968
23 443.038 416.408 142.332 424.591
24 448.162 415.537 145.19 424.049
25 449.938 418.954 145.174 428.063
26 456.214 414.945 143.822 425.799
27 449.107 405.642 145.256 424.363
28 450.807 407.321 145.04 424.898
29 460.349 411.508 146.436 422.775
30 456.008 437.327 147.631 426.811
