1 212.301 152.359 65.575 509.811
2 244.481 167.685 68.073 338.354
3 200.322 167.786 55.011 250.706
4 168.528 157.853 46.603 198.141
5 251.171 223.698 69.588 348.637
6 319.453 237.846 81.438 365.294
7 318.603 236.144 90.625 416.31
8 335.08 243.495 94.53 447.307
9 336.673 256.051 90.432 479.285
10 343.287 259.108 95.568 486.455
11 327.697 261.657 114.469 501.618
12 326.146 264.52 90.774 499.168
13 328.648 269.253 96.616 545.946
14 296.774 274.343 99.195 507.023
15 365.023 287.378 102.826 591.136
16 363.729 294.671 104.289 612.107
17 382.929 293.762 107.92 640.087
18 319.359 281.809 116.178 596.623
19 386.916 322.897 120.498 595.568
20 356.084 318.755 109.682 678.142
21 357.874 317.898 116.652 657.453
22 365.953 319.464 127.678 654.052
23 350.672 361.007 135.371 606.538
24 358.237 388.745 126.226 696.869
25 415.229 380.659 140.886 684.526
26 351.601 375.624 134.494 674.566
27 385.738 351.326 139.74 863.627
28 392.236 358.585 147.494 774.255
29 426.469 366.178 170.632 737.411
30 387.501 380.118 148.733 703.752
