1 233.528 175.806 71.635 489.446
2 292.746 208.861 83.392 353.642
3 288.976 229.505 71.577 273.773
4 246.268 230.124 63.083 223.608
5 298.544 306.596 85.483 368.532
6 367.029 332.018 100.933 403.221
7 376.331 312.707 105.464 419.91
8 374.58 324.807 109.57 456.654
9 366.864 333.435 111.478 461.365
10 394.652 326.265 99.604 488.648
11 374.203 339.076 108.729 517.765
12 360.574 332.056 96.573 505.116
13 362.603 335.939 103.455 505.283
14 328.246 357.0 104.265 608.925
15 357.621 356.789 110.21 553.703
16 351.807 347.517 107.374 593.857
17 339.974 367.042 109.452 647.578
18 359.223 374.919 118.198 603.699
19 344.23 365.706 117.18 662.549
20 368.521 375.272 132.741 622.506
21 383.473 435.728 122.613 730.724
22 364.162 368.007 134.911 694.54
23 395.984 416.906 131.912 796.268
24 395.377 418.813 160.18 671.531
25 372.183 421.897 134.68 808.645
26 386.251 434.047 144.971 748.091
27 420.552 448.95 155.192 659.864
28 397.862 440.791 177.608 718.68
29 408.013 453.511 156.56 795.903
30 419.052 435.371 191.111 826.817
