1 215.547 156.841 67.054 506.939
2 253.867 164.631 71.52 346.182
3 200.494 163.107 56.129 253.759
4 162.372 148.277 46.363 198.165
5 251.626 212.299 71.722 333.995
6 309.9 222.437 84.565 372.185
7 331.911 233.044 91.759 410.299
8 329.176 227.075 94.736 441.465
9 342.113 236.87 91.677 510.387
10 312.463 247.57 104.264 469.594
11 338.899 251.658 103.499 503.078
12 325.46 266.026 90.205 532.521
13 343.867 257.736 92.619 591.731
14 331.569 248.01 106.997 590.751
15 320.29 271.222 107.627 612.112
16 338.907 281.796 97.443 647.901
17 346.598 290.122 105.83 585.092
18 312.414 290.43 119.27 584.554
19 314.285 316.458 118.561 693.519
20 339.389 309.297 116.406 555.287
21 329.885 342.735 125.328 603.737
22 351.93 317.377 126.727 760.367
23 351.021 345.712 142.874 733.712
24 356.947 407.063 122.725 751.607
25 385.202 355.849 170.054 707.0
26 344.999 360.45 130.134 712.772
27 363.831 343.964 130.215 616.535
28 433.305 366.672 143.335 712.465
29 371.902 376.519 134.579 608.04
30 423.036 363.527 150.489 911.078
