1 3159.931 3112.583 510.239 168.188
2 2363.574 2309.754 376.784 102.411
3 2088.037 2050.171 334.96 79.899
4 1945.816 1920.943 312.671 70.594
5 3010.825 2962.361 520.065 90.498
6 2857.194 2869.907 554.934 88.29
7 2768.329 2743.745 556.633 81.325
8 2715.136 2748.995 568.925 82.697
9 2820.747 2829.112 576.754 85.665
10 2786.189 2755.928 588.14 85.594
11 2790.589 2741.502 588.963 80.748
12 2755.909 2748.295 592.847 78.376
13 2759.982 2759.037 602.069 83.499
14 2774.516 2757.762 613.351 82.339
15 2775.264 2751.775 602.847 78.548
16 2727.131 2688.676 613.806 75.949
17 2714.778 2696.724 613.6 81.567
18 2763.653 2743.743 617.256 83.487
19 2767.213 2762.077 617.767 76.877
20 2735.185 2695.645 621.142 76.657
21 2669.259 2637.855 625.07 87.193
22 2743.992 2714.472 627.841 80.989
23 2760.352 2696.542 625.643 76.538
24 2715.315 2666.509 628.816 80.459
25 2695.786 2662.084 632.753 80.521
26 2721.061 2681.834 632.117 81.442
27 2721.377 2670.843 635.999 77.109
28 2691.113 2684.292 633.492 79.954
29 2684.774 2678.246 639.946 77.77
30 2720.392 2676.952 634.075 78.516
